,alff,anatomical_brain,anatomical_reorient,anatomical_to_mni_nonlinear_xfm,ants_affine_xfm,dr,falff,functional_brain_mask,functional_brain_mask_to_standard,functional_freq_filtered,functional_mni,functional_nuisance_residuals,functional_to_anat_linear_xfm,mean_functional,mni_normalized_anatomical,preprocessed,reho
0050615,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050616,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050617,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050618,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050619,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050620,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050621,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050622,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050623,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050624,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050625,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050626,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050627,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
0050628,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
